FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,ActualArrivalTimeStamp,WeatherStationID,GroundHeight,StationHeight,BarometerHeight,Latitude,Longitude,Origin_TimeZone,Destination_TimeZone,ScheduledDepDate,ScheduledDepTimeStamp,Diff_TimeZone,ScheduledArrivalTimestamp,ScheduledArrivalTimestamp1,TotalDelayTime,FlightDelayStatus,YearMonthDay,Time,SkyConditions,Visibility,DBT,DewPointTemp,RelativeHumidityPercent,WindSpeed,WindDirection,WindGustValue,StationPressure,HourlyPrecip,Timestamp,dest_YearMonthDay,dest_Time,dest_SkyConditions,dest_Visibility,dest_DBT,dest_DewPointTemp,dest_RelativeHumidityPercent,dest_WindSpeed,dest_WindDirection,dest_WindGustValue,dest_StationPressure,dest_HourlyPrecip,dest_Timestamp
MDW_LAX_53047,2004,11,24,3,07:25,09:55,270,MDW,LAX,1750,2004-11-24 11:51:00,14819,616,618,619,41.47,-87.45,+6,+8,24-11-2004,2004-11-24 07:25:00,-120,2004-11-24 13:55:00,24-11-2004 09:55,116,1,24-11-2004,06:53,FEW031 OVC080,10SM,43.0,29.0,58.0,18.0,060,26.0,29.16,0.0,2004-11-24 06:53:00,24-11-2004,09:53,SCT031 BKN048 BKN075,10SM,42.0,29.0,60.0,19.0,050,30.0,29.08,0.0,2004-11-24 09:53:00
MCI_SLC_53833,2004,7,7,3,15:45,17:15,150,MCI,SLC,919,2004-07-07 17:15:00,3947,1005,1025,1008,39.18,-94.43,+6,+7,7-7-2004,2004-07-07 15:45:00,-60,2004-07-07 19:15:00,07-07-2004 17:15,0,2,07-07-2004,08:53,FEW250,10SM,72.0,62.0,71.0,0.0,000,0.0,28.91,0.0,2004-07-07 08:53:00,07-07-2004,08:53,FEW250,10SM,72.0,62.0,71.0,0.0,000,0.0,28.91,0.0,2004-07-07 08:53:00
LGA_DTW_35190,2004,9,9,4,17:58,19:59,121,LGA,DTW,501,2004-09-09 19:59:00,14732,36,31,39,40.47,-73.53,+5,+5,9-9-2004,2004-09-09 17:58:00,0,2004-09-09 19:59:00,09-09-2004 19:59,0,2,09-09-2004,09:51,FEW008 OVC010,10SM,78.0,73.0,85.0,18.0,180,26.0,29.82,,2004-09-09 09:51:00,09-09-2004,09:51,FEW008 OVC010,10SM,78.0,73.0,85.0,18.0,180,26.0,29.82,,2004-09-09 09:51:00
BUR_OAK_29484,2004,5,5,3,13:40,14:50,70,BUR,OAK,325,2004-05-05 14:50:00,23152,731,732,734,34.12,-118.22,+8,+8,5-5-2004,2004-05-05 13:40:00,0,2004-05-05 14:50:00,05-05-2004 14:50,0,2,05-05-2004,09:53,CLR,10SM,77.0,52.0,42.0,8.0,140,0.0,29.19,0.0,2004-05-05 09:53:00,05-05-2004,09:53,CLR,10SM,77.0,52.0,42.0,8.0,140,0.0,29.19,0.0,2004-05-05 09:53:00
IAH_SAN_39649,2004,11,28,7,17:52,19:10,198,IAH,SAN,1303,2004-11-28 19:10:00,12960,118,108,121,29.59,-95.22,+6,+8,28-11-2004,2004-11-28 17:52:00,-120,2004-11-28 23:10:00,28-11-2004 19:10,0,2,28-11-2004,09:53,BKN140 BKN250,10SM,57.0,46.0,67.0,9.0,110,0.0,29.93,0.0,2004-11-28 09:53:00,28-11-2004,09:53,BKN140 BKN250,10SM,57.0,46.0,67.0,9.0,110,0.0,29.93,0.0,2004-11-28 09:53:00
DFW_LAX_51632,2004,7,28,3,16:12,17:15,183,DFW,LAX,1235,2004-07-28 18:33:00,3927,559,596,562,32.54,-97.02,+6,+8,28-7-2004,2004-07-28 16:12:00,-120,2004-07-28 21:15:00,28-07-2004 17:15,78,1,28-07-2004,09:53,FEW020 SCT028 SCT055,8SM,79.0,67.0,67.0,12.0,140,0.0,29.37,0.0,2004-07-28 09:53:00,28-07-2004,09:53,FEW020 SCT028 SCT055,8SM,79.0,67.0,67.0,12.0,140,0.0,29.37,0.0,2004-07-28 09:53:00
BOS_OAK_55049,2004,9,10,5,08:20,12:00,400,BOS,OAK,2693,2004-09-10 12:00:00,14739,19,30,180,42.22,-71.01,+5,+8,10-9-2004,2004-09-10 08:20:00,-180,2004-09-10 18:00:00,10-09-2004 12:00,0,2,10-09-2004,07:54,FEW030,10SM,68.0,56.0,66.0,12.0,270,0.0,29.91,0.0,2004-09-10 07:54:00,10-09-2004,09:54,SCT038,10SM,71.0,55.0,57.0,13.0,280,19.0,29.94,0.0,2004-09-10 09:54:00
LAN_IAD_35363,2004,9,26,7,09:45,11:22,97,LAN,IAD,458,2004-09-26 11:22:00,14836,860,874,882,42.47,-84.35,+5,+5,26-9-2004,2004-09-26 09:45:00,0,2004-09-26 11:22:00,26-09-2004 11:22,0,2,26-09-2004,08:55,CLR,10SM,57.0,50.0,78.0,0,000,0.0,29.35,0.0,2004-09-26 08:55:00,26-09-2004,09:55,CLR,10SM,62.0,53.0,73.0,0,000,0.0,29.35,0.0,2004-09-26 09:55:00
EWR_CHS_40050,2004,7,8,4,15:15,17:27,132,EWR,CHS,628,2004-07-08 17:27:00,14734,25,30,28,40.43,-74.1,+5,+5,8-7-2004,2004-07-08 15:15:00,0,2004-07-08 17:27:00,08-07-2004 17:27,0,2,08-07-2004,09:51,SCT031,10SM,83.0,68.0,61.0,13.0,260,0.0,29.81,0.0,2004-07-08 09:51:00,08-07-2004,09:51,SCT031,10SM,83.0,68.0,61.0,13.0,260,0.0,29.81,0.0,2004-07-08 09:51:00
CLT_PBI_42574,2004,5,25,2,10:20,12:09,109,CLT,PBI,590,2004-05-25 12:09:00,13881,721,769,724,35.13,-80.56,+5,+5,25-5-2004,2004-05-25 10:20:00,0,2004-05-25 12:09:00,25-05-2004 12:09,0,2,25-05-2004,09:51,FEW250,10SM,86.0,64.0,48.0,3.0,VRB,0.0,29.23,0.0,2004-05-25 09:51:00,25-05-2004,09:51,FEW250,10SM,86.0,64.0,48.0,3.0,VRB,0.0,29.23,0.0,2004-05-25 09:51:00
BDL_PHL_32501,2004,9,2,4,15:20,16:32,72,BDL,PHL,196,2004-09-02 16:32:00,14740,162,179,165,41.56,-72.41,+5,+5,2-9-2004,2004-09-02 15:20:00,0,2004-09-02 16:32:00,02-09-2004 16:32,0,2,02-09-2004,09:51,FEW055 SCT200,10SM,69.0,50.0,51.0,4.0,020,0.0,30.12,0.0,2004-09-02 09:51:00,02-09-2004,09:51,FEW055 SCT200,10SM,69.0,50.0,51.0,4.0,020,0.0,30.12,0.0,2004-09-02 09:51:00
XNA_DFW_51056,2004,7,14,3,17:47,18:58,71,XNA,DFW,281,2004-07-14 18:58:00,53922,1269,1319,1272,36.17,-94.19,+6,+6,14-7-2004,2004-07-14 17:47:00,0,2004-07-14 18:58:00,14-07-2004 18:58,0,2,14-07-2004,09:53,CLR,10SM,86.0,71.0,61.0,7.0,330,0.0,28.7,0.0,2004-07-14 09:53:00,14-07-2004,09:53,CLR,10SM,86.0,71.0,61.0,7.0,330,0.0,28.7,0.0,2004-07-14 09:53:00
BUR_SEA_32681,2004,5,9,7,17:59,20:32,153,BUR,SEA,937,2004-05-09 20:32:00,23152,731,732,734,34.12,-118.22,+8,+8,9-5-2004,2004-05-09 17:59:00,0,2004-05-09 20:32:00,09-05-2004 20:32,0,2,09-05-2004,09:53,CLR,10SM,79.0,40.0,25.0,4.0,VRB,0.0,29.12,0.0,2004-05-09 09:53:00,09-05-2004,09:53,CLR,10SM,79.0,40.0,25.0,4.0,VRB,0.0,29.12,0.0,2004-05-09 09:53:00
ATL_IAD_38493,2004,11,19,5,12:15,14:00,105,ATL,IAD,533,2004-11-19 15:26:00,13874,971,1026,974,33.38,-84.26,+5,+5,19-11-2004,2004-11-19 12:15:00,0,2004-11-19 14:00:00,19-11-2004 14:00,86,1,19-11-2004,09:51,BKN110 BKN150 BKN250,9SM,59.0,50.0,72.0,6.0,140,0.0,29.12,0.0,2004-11-19 09:51:00,19-11-2004,09:51,BKN110 BKN150 BKN250,9SM,59.0,50.0,72.0,6.0,140,0.0,29.12,0.0,2004-11-19 09:51:00
MRY_LAX_42862,2004,11,7,7,05:35,07:09,94,MRY,LAX,267,2004-11-07 07:09:00,23259,216,220,219,36.35,-121.51,+8,+8,7-11-2004,2004-11-07 05:35:00,0,2004-11-07 07:09:00,07-11-2004 07:09,0,2,07-11-2004,00:54,OVC014,10SM,53.0,50.0,89.0,0.0,000,0.0,29.73,0.0,2004-11-07 00:54:00,07-11-2004,06:54,BKN022,10SM,50.0,47.0,89.0,3.0,130,0.0,29.73,0.0,2004-11-07 06:54:00
RIC_CLT_38583,2004,3,7,7,06:15,07:27,72,RIC,CLT,256,2004-03-07 07:27:00,13740,164,163,167,37.31,-77.19,+5,+5,7-3-2004,2004-03-07 06:15:00,0,2004-03-07 07:27:00,07-03-2004 07:27,0,2,07-03-2004,05:54,SCT200,10SM,38.0,38.0,100.0,0,000,0.0,29.87,0.0,2004-03-07 05:54:00,07-03-2004,06:54,FEW200,10SM,39.0,38.0,96.0,0,000,0.0,29.88,0.0,2004-03-07 06:54:00
ATL_LGA_49616,2004,9,11,6,14:30,16:47,137,ATL,LGA,761,2004-09-11 18:44:00,13874,971,1026,974,33.38,-84.26,+5,+5,11-9-2004,2004-09-11 14:30:00,0,2004-09-11 16:47:00,11-09-2004 16:47,117,1,11-09-2004,09:51,FEW020 SCT120,10SM,77.0,66.0,69.0,11.0,070,0.0,29.14,0.0,2004-09-11 09:51:00,11-09-2004,09:51,FEW020 SCT120,10SM,77.0,66.0,69.0,11.0,070,0.0,29.14,0.0,2004-09-11 09:51:00
OAK_BUR_38413,2004,9,8,3,08:35,09:40,65,OAK,BUR,325,2004-09-08 09:40:00,23230,85,88,88,37.43,-122.13,+8,+8,8-9-2004,2004-09-08 08:35:00,0,2004-09-08 09:40:00,08-09-2004 09:40,0,2,08-09-2004,07:53,FEW011,10SM,69.0,61.0,76.0,3.0,300,0.0,29.76,0.0,2004-09-08 07:53:00,08-09-2004,08:53,FEW011,10SM,74.0,60.0,62.0,6.0,290,0.0,29.77,0.0,2004-09-08 08:53:00
LGA_MDW_35925,2004,5,2,7,06:00,07:20,140,LGA,MDW,725,2004-05-02 07:20:00,14732,36,31,39,40.47,-73.53,+5,+6,2-5-2004,2004-05-02 06:00:00,-60,2004-05-02 09:20:00,02-05-2004 07:20,0,2,02-05-2004,05:51,OVC003,5SM,58.0,58.0,100.0,9.0,180,0.0,29.95,0.0,2004-05-02 05:51:00,02-05-2004,06:51,OVC003,6SM,60.0,59.0,96.0,9.0,180,0.0,29.94,0.0,2004-05-02 06:51:00
LAX_SJC_29141,2004,5,29,6,14:20,15:25,65,LAX,SJC,308,2004-05-29 15:25:00,23174,323,326,326,33.56,-118.25,+8,+8,29-5-2004,2004-05-29 14:20:00,0,2004-05-29 15:25:00,29-05-2004 15:25,0,2,29-05-2004,09:50,FEW020,9SM,69.0,62.0,78.0,10.0,250,0.0,29.61,0.0,2004-05-29 09:50:00,29-05-2004,09:50,FEW020,9SM,69.0,62.0,78.0,10.0,250,0.0,29.61,0.0,2004-05-29 09:50:00
CVG_DCA_34714,2004,7,21,3,09:25,10:50,85,CVG,DCA,411,2004-07-21 12:57:00,93814,882,883,885,39.02,-84.4,+5,+5,21-7-2004,2004-07-21 09:25:00,0,2004-07-21 10:50:00,21-07-2004 10:50,127,1,21-07-2004,08:51,SCT080,6SM,77.0,65.0,66.0,7.0,230,0.0,29.08,0.0,2004-07-21 08:51:00,21-07-2004,09:51,SCT080,5SM,79.0,65.0,62.0,9.0,230,0.0,29.08,0.0,2004-07-21 09:51:00
IAH_MAF_35960,2004,5,9,7,14:30,15:58,88,IAH,MAF,429,2004-05-09 15:58:00,12960,118,108,121,29.59,-95.22,+6,+6,9-5-2004,2004-05-09 14:30:00,0,2004-05-09 15:58:00,09-05-2004 15:58,0,2,09-05-2004,09:53,SCT028 BKN140,10SM,78.0,66.0,67.0,10.0,140,0.0,29.94,0.0,2004-05-09 09:53:00,09-05-2004,09:53,SCT028 BKN140,10SM,78.0,66.0,67.0,10.0,140,0.0,29.94,0.0,2004-05-09 09:53:00
ATL_DEN_47815,2004,7,5,1,08:50,10:01,191,ATL,DEN,1199,2004-07-05 10:01:00,13874,971,1026,974,33.38,-84.26,+5,+7,5-7-2004,2004-07-05 08:50:00,-120,2004-07-05 14:01:00,05-07-2004 10:01,0,2,05-07-2004,07:53,CLR,10SM,79.0,68.0,69.0,8,280,0.0,29.07,0.0,2004-07-05 07:53:00,05-07-2004,09:53,FEW120,10SM,83.0,71.0,67.0,9,290,0.0,29.08,0.0,2004-07-05 09:53:00
IAD_JFK_44724,2004,7,9,5,12:35,14:01,86,IAD,JFK,228,2004-07-09 14:01:00,93738,306,323,309,38.56,-77.27,+5,+5,9-7-2004,2004-07-09 12:35:00,0,2004-07-09 14:01:00,09-07-2004 14:01,0,2,09-07-2004,09:51,FEW040 SCT250,10SM,79.0,62.0,56.0,4.0,VRB,0.0,29.72,0.0,2004-07-09 09:51:00,09-07-2004,09:51,FEW040 SCT250,10SM,79.0,62.0,56.0,4.0,VRB,0.0,29.72,0.0,2004-07-09 09:51:00
IAH_JAN_55264,2004,11,1,1,10:40,12:00,80,IAH,JAN,351,2004-11-01 12:00:00,12960,118,108,121,29.59,-95.22,+6,+6,1-11-2004,2004-11-01 10:40:00,0,2004-11-01 12:00:00,01-11-2004 12:00,0,2,01-11-2004,09:53,SCT020CB BKN048 OVC060,2SM,66.0,65.0,96.0,3.0,140,0.0,29.7,0.09,2004-11-01 09:53:00,01-11-2004,09:53,SCT020CB BKN048 OVC060,2SM,66.0,65.0,96.0,3.0,140,0.0,29.7,0.09,2004-11-01 09:53:00
SLC_MSP_52005,2004,5,9,7,17:55,21:15,140,SLC,MSP,991,2004-05-09 21:15:00,24127,4221,4227,4224,40.47,-111.58,+7,+6,9-5-2004,2004-05-09 17:55:00,60,2004-05-09 19:15:00,09-05-2004 21:15,0,2,09-05-2004,09:56,BKN180,10SM,67.0,41.0,39.0,10.0,280,0.0,25.71,0.0,2004-05-09 09:56:00,09-05-2004,09:56,BKN180,10SM,67.0,41.0,39.0,10.0,280,0.0,25.71,0.0,2004-05-09 09:56:00
SFO_LAX_47516,2004,3,19,5,10:45,12:07,82,SFO,LAX,337,2004-03-19 14:22:00,23234,86,18,89,37.37,-122.24,+8,+8,19-3-2004,2004-03-19 10:45:00,0,2004-03-19 12:07:00,19-03-2004 12:07,135,1,19-03-2004,09:56,FEW180,10SM,58.0,50.0,75.0,10.0,310,0.0,29.99,0.0,2004-03-19 09:56:00,19-03-2004,09:56,FEW180,10SM,58.0,50.0,75.0,10.0,310,0.0,29.99,0.0,2004-03-19 09:56:00
MSY_SFO_45369,2004,9,15,3,06:29,09:00,271,MSY,SFO,1911,2004-09-15 09:00:00,12916,4,20,7,29.59,-90.15,+6,+8,15-9-2004,2004-09-15 06:29:00,-120,2004-09-15 13:00:00,15-09-2004 09:00,0,2,15-09-2004,05:53,OVC018,10SM,78.0,72.0,82.0,13.0,030,0.0,29.78,0.0,2004-09-15 05:53:00,15-09-2004,08:53,SCT022 BKN200,10SM,79.0,72.0,79.0,16.0,030,24.0,29.77,0.0,2004-09-15 08:53:00
ORD_LAS_35138,2004,7,30,5,09:55,11:48,233,ORD,LAS,1515,2004-07-30 11:48:00,94846,655,674,658,41.59,-87.55,+6,+8,30-7-2004,2004-07-30 09:55:00,-120,2004-07-30 15:48:00,30-07-2004 11:48,0,2,30-07-2004,08:56,OVC046,5SM,66.0,62.0,87.0,4,190,0.0,29.22,0.0,2004-07-30 08:56:00,30-07-2004,09:56,OVC045,5SM,68.0,64.0,87.0,5,210,0.0,29.22,0.0,2004-07-30 09:56:00
LAS_SFO_48558,2004,9,3,5,13:30,14:57,87,LAS,SFO,414,2004-09-03 14:57:00,23169,2127,2180,2091,36.05,-115.1,+8,+8,3-9-2004,2004-09-03 13:30:00,0,2004-09-03 14:57:00,03-09-2004 14:57,0,2,03-09-2004,09:56,FEW120,10SM,87.0,33.0,14.0,13.0,220,0.0,27.45,0.0,2004-09-03 09:56:00,03-09-2004,09:56,FEW120,10SM,87.0,33.0,14.0,13.0,220,0.0,27.45,0.0,2004-09-03 09:56:00
EWR_RSW_41360,2004,3,17,3,11:00,14:04,184,EWR,RSW,1068,2004-03-17 14:04:00,14734,25,30,28,40.43,-74.1,+5,+5,17-3-2004,2004-03-17 11:00:00,0,2004-03-17 14:04:00,17-03-2004 14:04,0,2,17-03-2004,09:51,SCT017 BKN023 OVC037,10SM,29.0,23.0,78.0,11.0,020,0.0,29.95,,2004-03-17 09:51:00,17-03-2004,09:51,SCT017 BKN023 OVC037,10SM,29.0,23.0,78.0,11.0,020,0.0,29.95,,2004-03-17 09:51:00
CLT_IAH_34844,2004,5,10,1,17:30,19:19,169,CLT,IAH,913,2004-05-10 19:19:00,13881,721,769,724,35.13,-80.56,+5,+6,10-5-2004,2004-05-10 17:30:00,-60,2004-05-10 21:19:00,10-05-2004 19:19,0,2,10-05-2004,09:51,FEW250,10SM,74.0,60.0,62.0,7.0,180,0.0,29.46,0.0,2004-05-10 09:51:00,10-05-2004,09:51,FEW250,10SM,74.0,60.0,62.0,7.0,180,0.0,29.46,0.0,2004-05-10 09:51:00
BUR_SJC_31767,2004,5,19,3,07:05,08:15,70,BUR,SJC,296,2004-05-19 08:15:00,23152,731,732,734,34.12,-118.22,+8,+8,19-5-2004,2004-05-19 07:05:00,0,2004-05-19 08:15:00,19-05-2004 08:15,0,2,19-05-2004,06:53,CLR,10SM,60.0,50.0,70.0,5,160,0.0,29.23,0.0,2004-05-19 06:53:00,19-05-2004,07:53,CLR,10SM,63.0,50.0,63.0,3,VRB,0.0,29.23,0.0,2004-05-19 07:53:00
MSP_EWR_55041,2004,11,21,7,16:48,20:24,156,MSP,EWR,1008,2004-11-21 20:24:00,14922,871,838,874,44.53,-93.14,+6,+5,21-11-2004,2004-11-21 16:48:00,60,2004-11-21 18:24:00,21-11-2004 20:24,0,2,21-11-2004,09:53,BKN150 BKN200,10SM,30.0,24.0,79.0,4.0,230,0.0,29.41,0.0,2004-11-21 09:53:00,21-11-2004,09:53,BKN150 BKN200,10SM,30.0,24.0,79.0,4.0,230,0.0,29.41,0.0,2004-11-21 09:53:00
MDW_DFW_42548,2004,7,12,1,10:19,12:36,137,MDW,DFW,797,2004-07-12 12:36:00,14819,616,618,619,41.47,-87.45,+6,+6,12-7-2004,2004-07-12 10:19:00,0,2004-07-12 12:36:00,12-07-2004 12:36,0,2,12-07-2004,09:53,SCT024,10SM,80.0,67.0,64.0,9.0,260,0.0,29.29,0.0,2004-07-12 09:53:00,12-07-2004,09:53,SCT024,10SM,80.0,67.0,64.0,9.0,260,0.0,29.29,0.0,2004-07-12 09:53:00
RDU_DFW_31190,2004,11,16,2,08:06,10:12,186,RDU,DFW,1062,2004-11-16 10:12:00,13722,427,437,430,35.52,-78.47,+5,+6,16-11-2004,2004-11-16 08:06:00,-60,2004-11-16 12:12:00,16-11-2004 10:12,0,2,16-11-2004,07:51,SCT120 OVC200,7SM,37.0,36.0,96.0,0.0,000,0.0,30.0,0.0,2004-11-16 07:51:00,16-11-2004,09:51,SCT100 BKN150 OVC200,10SM,47.0,40.0,77.0,0.0,000,0.0,30.0,0.0,2004-11-16 09:51:00
BUF_EWR_42560,2004,9,1,3,12:45,14:02,77,BUF,EWR,282,2004-09-01 14:02:00,14733,714,705,717,42.56,-78.44,+5,+5,1-9-2004,2004-09-01 12:45:00,0,2004-09-01 14:02:00,01-09-2004 14:02,0,2,01-09-2004,09:54,FEW040 SCT100 SCT220,10SM,69.0,50.0,51.0,8.0,290,0.0,29.47,0.0,2004-09-01 09:54:00,01-09-2004,09:54,FEW040 SCT100 SCT220,10SM,69.0,50.0,51.0,8.0,290,0.0,29.47,0.0,2004-09-01 09:54:00
DSM_CVG_46549,2004,5,1,6,05:30,08:06,96,DSM,CVG,505,2004-05-01 09:24:00,14933,968,963,971,41.32,-93.4,+6,+5,1-5-2004,2004-05-01 05:30:00,60,2004-05-01 06:06:00,01-05-2004 08:06,78,1,01-05-2004,00:54,OVC110,10SM,46.0,41.0,83.0,6.0,320,0.0,29.05,0.0,2004-05-01 00:54:00,01-05-2004,07:54,FEW100 SCT250,10SM,48.0,27.0,44.0,13.0,030,0.0,29.11,0.0,2004-05-01 07:54:00
DFW_IAH_38255,2004,3,25,4,17:23,18:28,65,DFW,IAH,224,2004-03-25 21:15:00,3927,559,596,562,32.54,-97.02,+6,+6,25-3-2004,2004-03-25 17:23:00,0,2004-03-25 18:28:00,25-03-2004 18:28,167,1,25-03-2004,09:53,OVC016,6SM,67.0,63.0,87.0,11.0,160,0.0,29.55,0.0,2004-03-25 09:53:00,25-03-2004,09:53,OVC016,6SM,67.0,63.0,87.0,11.0,160,0.0,29.55,0.0,2004-03-25 09:53:00
LAS_CVG_26612,2004,11,8,1,11:38,18:19,221,LAS,CVG,1678,2004-11-08 18:19:00,23169,2127,2180,2091,36.05,-115.1,+8,+5,8-11-2004,2004-11-08 11:38:00,180,2004-11-08 12:19:00,08-11-2004 18:19,0,2,08-11-2004,09:56,FEW050 SCT150,10SM,60.0,45.0,58.0,6.0,140,0.0,27.76,0.0,2004-11-08 09:56:00,08-11-2004,09:56,FEW050 SCT150,10SM,60.0,45.0,58.0,6.0,140,0.0,27.76,0.0,2004-11-08 09:56:00
MIA_DFW_33365,2004,9,26,7,16:40,18:42,182,MIA,DFW,1121,2004-09-26 18:42:00,12839,26,30,29,25.49,-80.18,+5,+6,26-9-2004,2004-09-26 16:40:00,-60,2004-09-26 20:42:00,26-09-2004 18:42,0,2,26-09-2004,09:53,FEW021 BKN028 OVC080,10SM,84.0,77.0,80.0,17,180,27.0,29.6,0.01,2004-09-26 09:53:00,26-09-2004,09:53,FEW021 BKN028 OVC080,10SM,84.0,77.0,80.0,17,180,27.0,29.6,0.01,2004-09-26 09:53:00
ATL_BTR_35649,2004,9,2,4,08:15,08:53,98,ATL,BTR,449,2004-09-02 11:24:00,13874,971,1026,974,33.38,-84.26,+5,+6,2-9-2004,2004-09-02 08:15:00,-60,2004-09-02 10:53:00,02-09-2004 08:53,151,1,02-09-2004,07:51,BKN006 BKN010 OVC019,6SM,71.0,68.0,90.0,7.0,100,0.0,29.12,0.0,2004-09-02 07:51:00,02-09-2004,08:51,BKN008 OVC012,6SM,71.0,68.0,90.0,7.0,100,0.0,29.12,,2004-09-02 08:51:00
DTW_BNA_49561,2004,9,23,4,15:32,16:08,96,DTW,BNA,457,2004-09-23 16:08:00,94847,628,664,631,42.13,-83.21,+5,+6,23-9-2004,2004-09-23 15:32:00,-60,2004-09-23 18:08:00,23-09-2004 16:08,0,2,23-09-2004,09:54,CLR,10SM,74.0,63.0,69.0,4.0,120,0.0,29.62,0.0,2004-09-23 09:54:00,23-09-2004,09:54,CLR,10SM,74.0,63.0,69.0,4.0,120,0.0,29.62,0.0,2004-09-23 09:54:00
ONT_SMF_40830,2004,11,21,7,07:00,08:20,80,ONT,SMF,389,2004-11-21 08:20:00,3102,901,905,904,34.04,-117.36,+8,+8,21-11-2004,2004-11-21 07:00:00,0,2004-11-21 08:20:00,21-11-2004 08:20,0,2,21-11-2004,06:53,SCT031 BKN046,10SM,45.0,30.0,56.0,20.0,050,27.0,28.84,,2004-11-21 06:53:00,21-11-2004,07:53,BKN080 OVC110,8SM,46.0,30.0,54.0,21.0,070,32.0,28.84,0.0,2004-11-21 07:53:00
SYR_CVG_40398,2004,9,9,4,09:20,10:58,98,SYR,CVG,527,2004-09-09 10:58:00,14771,414,417,417,43.07,-76.06,+5,+5,9-9-2004,2004-09-09 09:20:00,0,2004-09-09 10:58:00,09-09-2004 10:58,0,2,09-09-2004,08:54,FEW028 BKN035 OVC075,10SM,70.0,68.0,93.0,14.0,080,0.0,29.23,0.0,2004-09-09 08:54:00,09-09-2004,09:54,BKN037 BKN048 OVC080,10SM,77.0,71.0,82.0,13.0,150,19.0,29.21,0.0,2004-09-09 09:54:00
ROC_IAD_31995,2004,9,6,1,08:20,09:30,70,ROC,IAD,289,2004-09-06 09:30:00,14768,585,555,588,43.07,-77.41,+5,+5,6-9-2004,2004-09-06 08:20:00,0,2004-09-06 09:30:00,06-09-2004 09:30,0,2,06-09-2004,07:54,FEW065 SCT140,10SM,64.0,53.0,68.0,11.0,190,16.0,29.59,0.0,2004-09-06 07:54:00,06-09-2004,08:54,SCT065 SCT140,10SM,67.0,55.0,66.0,11.0,190,16.0,29.57,0.0,2004-09-06 08:54:00
TPA_LGA_55133,2004,7,29,4,15:10,17:50,160,TPA,LGA,1011,2004-07-29 17:50:00,12842,8,11,40,27.58,-82.32,+5,+5,29-7-2004,2004-07-29 15:10:00,0,2004-07-29 17:50:00,29-07-2004 17:50,0,2,29-07-2004,09:53,SCT017,10SM,81.0,74.0,79.0,9.0,160,0.0,29.93,0.0,2004-07-29 09:53:00,29-07-2004,09:53,SCT017,10SM,81.0,74.0,79.0,9.0,160,0.0,29.93,0.0,2004-07-29 09:53:00
IAH_MEM_54846,2004,5,11,2,15:30,16:57,87,IAH,MEM,469,2004-05-11 16:57:00,12960,118,108,121,29.59,-95.22,+6,+6,11-5-2004,2004-05-11 15:30:00,0,2004-05-11 16:57:00,11-05-2004 16:57,0,2,11-05-2004,09:53,BKN025 BKN047 BKN250,10SM,81.0,72.0,74.0,11,120,0.0,29.84,0.0,2004-05-11 09:53:00,11-05-2004,09:53,BKN025 BKN047 BKN250,10SM,81.0,72.0,74.0,11,120,0.0,29.84,0.0,2004-05-11 09:53:00
EWR_BOS_39872,2004,9,18,6,08:30,09:43,73,EWR,BOS,200,2004-09-18 09:43:00,14734,25,30,28,40.43,-74.1,+5,+5,18-9-2004,2004-09-18 08:30:00,0,2004-09-18 09:43:00,18-09-2004 09:43,0,2,18-09-2004,08:01,FEW003 BKN006CB OVC025,7SM,,,,18.0,020,27.0,,,2004-09-18 08:01:00,18-09-2004,09:36,FEW006 SCT013 OVC039,10SM,,,,19.0,040,34.0,,,2004-09-18 09:36:00
MYR_CVG_42766,2004,7,28,3,11:25,13:03,98,MYR,CVG,489,2004-07-28 15:39:00,13717,0,0,0,33.41,-78.56,+5,+5,28-7-2004,2004-07-28 11:25:00,0,2004-07-28 13:03:00,28-07-2004 13:03,156,1,28-07-2004,00:55,FEW028 FEW050,10SM,82.0,73.0,74.0,4.0,210,0.0,29.98,0.0,2004-07-28 00:55:00,28-07-2004,00:55,FEW028 FEW050,10SM,82.0,73.0,74.0,4.0,210,0.0,29.98,0.0,2004-07-28 00:55:00
SEA_ANC_54417,2004,7,13,2,08:00,10:39,219,SEA,ANC,1449,2004-07-13 10:39:00,24233,447,450,450,47.28,-122.19,+8,+9,13-7-2004,2004-07-13 08:00:00,-60,2004-07-13 12:39:00,13-07-2004 10:39,0,2,13-07-2004,07:56,FEW055 SCT075 SCT110,10SM,62.0,56.0,81.0,6.0,220,0.0,29.45,,2004-07-13 07:56:00,13-07-2004,09:56,FEW060 SCT120 SCT160,10SM,67.0,57.0,71.0,9.0,200,0.0,29.47,0.0,2004-07-13 09:56:00
DEN_SFO_25775,2004,9,14,2,10:10,11:50,160,DEN,SFO,967,2004-09-14 11:50:00,3017,5379,5431,5382,39.5,-104.4,+7,+8,14-9-2004,2004-09-14 10:10:00,-60,2004-09-14 13:50:00,14-09-2004 11:50,0,2,14-09-2004,09:53,FEW085,10SM,70.0,49.0,47.0,16,140,24.0,24.46,0.0,2004-09-14 09:53:00,14-09-2004,09:53,FEW085,10SM,70.0,49.0,47.0,16,140,24.0,24.46,0.0,2004-09-14 09:53:00
