FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,WeatherStationID,GroundHeight,StationHeight,BarometerHeight,Latitude,Longitude,Origin_TimeZone,Destination_TimeZone,ScheduledDepDate,ScheduledDepTimeStamp,Diff_TimeZone,ScheduledArrivalTimestamp,ScheduledArrivalTimestamp1,YearMonthDay,Time,SkyConditions,Visibility,DBT,DewPointTemp,RelativeHumidityPercent,WindSpeed,WindDirection,WindGustValue,StationPressure,HourlyPrecip,Timestamp,dest_YearMonthDay,dest_Time,dest_SkyConditions,dest_Visibility,dest_DBT,dest_DewPointTemp,dest_RelativeHumidityPercent,dest_WindSpeed,dest_WindDirection,dest_WindGustValue,dest_StationPressure,dest_HourlyPrecip,dest_Timestamp
SLC_ORD_78189,2005,9,7,3,07:45,11:55,190,SLC,ORD,1249,24127,4221,4227,4224,40.47,-111.58,+7,+6,7-9-2005,2005-09-07 07:45:00,60,2005-09-07 11:55:00,07-09-2005 11:55,07-09-2005,06:56,BKN130,10SM,73.0,39.0,29.0,13,150,0.0,25.81,0.0,2005-09-07 06:56:00,07-09-2005,09:56,BKN130,10SM,80.0,44.0,28.0,8,140,0.0,25.83,0.0,2005-09-07 09:56:00
RNO_PHX_67932,2005,11,26,6,13:50,16:35,105,RNO,PHX,601,23185,4404,4400,4407,39.29,-119.46,+8,+7,26-11-2005,2005-11-26 13:50:00,60,2005-11-26 16:35:00,26-11-2005 16:35,26-11-2005,09:56,SCT060,10SM,37.0,19.0,48.0,12.0,340,21.0,25.68,0.0,2005-11-26 09:56:00,26-11-2005,09:56,SCT060,10SM,37.0,19.0,48.0,12.0,340,21.0,25.68,0.0,2005-11-26 09:56:00
JFK_BOS_98228,2005,7,30,6,17:15,18:35,80,JFK,BOS,187,94789,29,22,32,40.4,-73.48,+5,+5,30-7-2005,2005-07-30 17:15:00,0,2005-07-30 18:35:00,30-07-2005 18:35,30-07-2005,09:51,FEW013 BKN018 BKN130,7SM,75.0,70.0,84.0,6.0,180,0.0,30.21,0.0,2005-07-30 09:51:00,30-07-2005,09:51,FEW013 BKN018 BKN130,7SM,75.0,70.0,84.0,6.0,180,0.0,30.21,0.0,2005-07-30 09:51:00
TPA_CVG_104947,2005,9,1,4,13:12,15:34,142,TPA,CVG,773,12842,8,11,40,27.58,-82.32,+5,+5,1-9-2005,2005-09-01 13:12:00,0,2005-09-01 15:34:00,01-09-2005 15:34,01-09-2005,09:53,SCT020CB SCT110 BKN250,10SM,87.0,77.0,72.0,7.0,260,0.0,29.99,0.0,2005-09-01 09:53:00,01-09-2005,09:53,SCT020CB SCT110 BKN250,10SM,87.0,77.0,72.0,7.0,260,0.0,29.99,0.0,2005-09-01 09:53:00
CHS_JFK_105460,2005,11,30,3,12:45,14:37,112,CHS,JFK,636,13880,45,48,48,32.54,-80.02,+5,+5,30-11-2005,2005-11-30 12:45:00,0,2005-11-30 14:37:00,30-11-2005 14:37,30-11-2005,09:56,CLR,10SM,53.0,39.0,59.0,5.0,280,0.0,29.98,0.0,2005-11-30 09:56:00,30-11-2005,09:56,CLR,10SM,53.0,39.0,59.0,5.0,280,0.0,29.98,0.0,2005-11-30 09:56:00
IAH_MCI_77865,2005,11,26,6,16:15,18:13,118,IAH,MCI,643,12960,118,108,121,29.59,-95.22,+6,+6,26-11-2005,2005-11-26 16:15:00,0,2005-11-26 18:13:00,26-11-2005 18:13,26-11-2005,09:53,BKN003 OVC013,0.25SM,65.0,63.0,93.0,6.0,320,0.0,29.8,0.36,2005-11-26 09:53:00,26-11-2005,09:53,BKN003 OVC013,0.25SM,65.0,63.0,93.0,6.0,320,0.0,29.8,0.36,2005-11-26 09:53:00
STL_ORD_93684,2005,11,14,1,09:16,10:25,69,STL,ORD,258,13994,707,710,710,38.45,-90.22,+6,+6,14-11-2005,2005-11-14 09:16:00,0,2005-11-14 10:25:00,14-11-2005 10:25,14-11-2005,08:51,OVC048,10SM,44.0,33.0,65.0,13.0,110,0.0,29.46,0.0,2005-11-14 08:51:00,14-11-2005,09:51,OVC046,8SM,45.0,35.0,68.0,18.0,110,0.0,29.42,,2005-11-14 09:51:00
CMH_CLT_77591,2005,3,6,7,17:20,18:30,70,CMH,CLT,346,14821,846,816,849,39.59,-82.53,+5,+5,6-3-2005,2005-03-06 17:20:00,0,2005-03-06 18:30:00,06-03-2005 18:30,06-03-2005,09:51,FEW200 BKN250,8SM,40.0,31.0,70.0,16.0,230,0.0,29.04,0.0,2005-03-06 09:51:00,06-03-2005,09:51,FEW200 BKN250,8SM,40.0,31.0,70.0,16.0,230,0.0,29.04,0.0,2005-03-06 09:51:00
MSY_DEN_71550,2005,11,29,2,14:31,16:20,169,MSY,DEN,1062,12916,4,20,7,29.59,-90.15,+6,+7,29-11-2005,2005-11-29 14:31:00,-60,2005-11-29 16:20:00,29-11-2005 16:20,29-11-2005,09:53,CLR,10SM,53.0,32.0,45.0,12.0,330,0.0,30.13,0.0,2005-11-29 09:53:00,29-11-2005,09:53,CLR,10SM,53.0,32.0,45.0,12.0,330,0.0,30.13,0.0,2005-11-29 09:53:00
CVG_ORD_80112,2005,9,2,5,17:55,18:30,95,CVG,ORD,264,93814,882,883,885,39.02,-84.4,+5,+6,2-9-2005,2005-09-02 17:55:00,-60,2005-09-02 18:30:00,02-09-2005 18:30,02-09-2005,09:52,CLR,10SM,77.0,54.0,45.0,11.0,320,0.0,29.22,0.0,2005-09-02 09:52:00,02-09-2005,09:52,CLR,10SM,77.0,54.0,45.0,11.0,320,0.0,29.22,0.0,2005-09-02 09:52:00
CHS_LGA_97783,2005,7,16,6,10:05,12:04,119,CHS,LGA,641,13880,45,48,48,32.54,-80.02,+5,+5,16-7-2005,2005-07-16 10:05:00,0,2005-07-16 12:04:00,16-07-2005 12:04,16-07-2005,09:56,SCT027,10SM,86.0,74.0,67.0,9.0,260,0.0,30.11,0.0,2005-07-16 09:56:00,16-07-2005,09:56,SCT027,10SM,86.0,74.0,67.0,9.0,260,0.0,30.11,0.0,2005-07-16 09:56:00
DTW_LGA_99800,2005,7,3,7,13:00,14:39,99,DTW,LGA,501,94847,628,664,631,42.13,-83.21,+5,+5,3-7-2005,2005-07-03 13:00:00,0,2005-07-03 14:39:00,03-07-2005 14:39,03-07-2005,09:54,SCT035 SCT250,10SM,74.0,60.0,62.0,6.0,170,0.0,29.34,0.0,2005-07-03 09:54:00,03-07-2005,09:54,SCT035 SCT250,10SM,74.0,60.0,62.0,6.0,170,0.0,29.34,0.0,2005-07-03 09:54:00
DFW_GSO_96237,2005,7,7,4,12:43,16:17,154,DFW,GSO,999,3927,559,596,562,32.54,-97.02,+6,+5,7-7-2005,2005-07-07 12:43:00,60,2005-07-07 16:17:00,07-07-2005 16:17,07-07-2005,09:53,BKN035 BKN050CB OVC085,10SM,72.0,69.0,91.0,6.0,330,0.0,29.43,0.1,2005-07-07 09:53:00,07-07-2005,09:53,BKN035 BKN050CB OVC085,10SM,72.0,69.0,91.0,6.0,330,0.0,29.43,0.1,2005-07-07 09:53:00
DFW_ORD_104655,2005,7,17,7,07:45,09:59,134,DFW,ORD,802,3927,559,596,562,32.54,-97.02,+6,+6,17-7-2005,2005-07-17 07:45:00,0,2005-07-17 09:59:00,17-07-2005 09:59,17-07-2005,06:53,BKN013 BKN250,10SM,78.0,72.0,82.0,9.0,180,0.0,29.41,0.0,2005-07-17 06:53:00,17-07-2005,09:53,FEW020 SCT026 BKN250,10SM,83.0,72.0,70.0,8.0,210,0.0,29.43,0.0,2005-07-17 09:53:00
DEN_SAT_82515,2005,9,6,2,08:55,11:57,122,DEN,SAT,794,3017,5379,5431,5382,39.5,-104.4,+7,+6,6-9-2005,2005-09-06 08:55:00,60,2005-09-06 11:57:00,06-09-2005 11:57,06-09-2005,08:53,BKN100 BKN140,10SM,66.0,44.0,45.0,9.0,300,0.0,24.91,0.0,2005-09-06 08:53:00,06-09-2005,09:53,SCT070 BKN090 BKN140,10SM,71.0,44.0,38.0,7.0,020,0.0,24.9,0.0,2005-09-06 09:53:00
DEN_ICT_94174,2005,7,23,6,15:56,18:17,81,DEN,ICT,419,3017,5379,5431,5382,39.5,-104.4,+7,+6,23-7-2005,2005-07-23 15:56:00,60,2005-07-23 18:17:00,23-07-2005 18:17,23-07-2005,09:53,FEW085 SCT250,10SM,93.0,42.0,17.0,10.0,030,0.0,24.73,0.0,2005-07-23 09:53:00,23-07-2005,09:53,FEW085 SCT250,10SM,93.0,42.0,17.0,10.0,030,0.0,24.73,0.0,2005-07-23 09:53:00
SNA_SJC_92441,2005,3,26,6,08:15,09:30,75,SNA,SJC,342,93184,49,55,52,33.41,-117.52,+8,+8,26-3-2005,2005-03-26 08:15:00,0,2005-03-26 09:30:00,26-03-2005 09:30,26-03-2005,07:53,CLR,10SM,57.0,44.0,62.0,0.0,000,0.0,30.11,0.0,2005-03-26 07:53:00,26-03-2005,08:53,FEW250,10SM,61.0,46.0,58.0,4.0,220,0.0,30.13,0.0,2005-03-26 08:53:00
EWR_SJC_104770,2005,3,20,7,17:25,20:49,384,EWR,SJC,2548,14734,25,30,28,40.43,-74.1,+5,+8,20-3-2005,2005-03-20 17:25:00,-180,2005-03-20 20:49:00,20-03-2005 20:49,20-03-2005,09:51,OVC016,5SM,41.0,36.0,82.0,3.0,140,0.0,30.04,0.02,2005-03-20 09:51:00,20-03-2005,09:51,OVC016,5SM,41.0,36.0,82.0,3.0,140,0.0,30.04,0.02,2005-03-20 09:51:00
MHT_PHL_84357,2005,11,16,3,12:00,13:20,80,MHT,PHL,290,14710,266,232,269,42.56,-71.26,+5,+5,16-11-2005,2005-11-16 12:00:00,0,2005-11-16 13:20:00,16-11-2005 13:20,16-11-2005,09:53,OVC002,0.125SM,40.0,39.0,97.0,0.0,000,0.0,29.81,0.0,2005-11-16 09:53:00,16-11-2005,09:53,OVC002,0.125SM,40.0,39.0,97.0,0.0,000,0.0,29.81,0.0,2005-11-16 09:53:00
CVG_STL_65798,2005,11,10,4,15:00,15:25,85,CVG,STL,307,93814,882,883,885,39.02,-84.4,+5,+6,10-11-2005,2005-11-10 15:00:00,-60,2005-11-10 15:25:00,10-11-2005 15:25,10-11-2005,09:52,FEW250,10SM,43.0,29.0,58.0,9,320,0.0,29.25,0.0,2005-11-10 09:52:00,10-11-2005,09:52,FEW250,10SM,43.0,29.0,58.0,9,320,0.0,29.25,0.0,2005-11-10 09:52:00
TOL_ORD_58318,2005,11,2,3,06:18,06:19,61,TOL,ORD,214,94830,690,692,693,41.35,-83.48,+5,+6,2-11-2005,2005-11-02 06:18:00,-60,2005-11-02 06:19:00,02-11-2005 06:19,02-11-2005,05:59,BKN001 BKN005 BKN009,0.25SM,,,,0.0,000,0.0,,,2005-11-02 05:59:00,02-11-2005,05:59,BKN001 BKN005 BKN009,0.25SM,,,,0.0,000,0.0,,,2005-11-02 05:59:00
FLL_ISP_69353,2005,9,18,7,10:05,13:00,175,FLL,ISP,1093,12849,117,11,120,26.04,-80.09,+5,+5,18-9-2005,2005-09-18 10:05:00,0,2005-09-18 13:00:00,18-09-2005 13:00,18-09-2005,09:53,FEW025,10SM,88.0,75.0,66.0,11.0,060,0.0,29.88,0.0,2005-09-18 09:53:00,18-09-2005,09:53,FEW025,10SM,88.0,75.0,66.0,11.0,060,0.0,29.88,0.0,2005-09-18 09:53:00
STL_DFW_95824,2005,9,15,4,15:37,17:23,106,STL,DFW,551,13994,707,710,710,38.45,-90.22,+6,+6,15-9-2005,2005-09-15 15:37:00,0,2005-09-15 17:23:00,15-09-2005 17:23,15-09-2005,09:51,BKN005 OVC012,3SM,66.0,65.0,96.0,11.0,110,0.0,29.27,0.02,2005-09-15 09:51:00,15-09-2005,09:51,BKN005 OVC012,3SM,66.0,65.0,96.0,11.0,110,0.0,29.27,0.02,2005-09-15 09:51:00
MSP_MDW_80849,2005,11,28,1,05:40,07:11,91,MSP,MDW,349,14922,871,838,874,44.53,-93.14,+6,+6,28-11-2005,2005-11-28 05:40:00,0,2005-11-28 07:11:00,28-11-2005 07:11,28-11-2005,00:53,OVC004,2.5SM,45.0,44.0,97.0,12.0,070,0.0,28.52,0.04,2005-11-28 00:53:00,28-11-2005,06:53,OVC006,8SM,46.0,45.0,96.0,15.0,060,0.0,28.31,,2005-11-28 06:53:00
FLL_LGA_84383,2005,9,24,6,11:06,14:00,174,FLL,LGA,1076,12849,117,11,120,26.04,-80.09,+5,+5,24-9-2005,2005-09-24 11:06:00,0,2005-09-24 14:00:00,24-09-2005 14:00,24-09-2005,09:53,SCT028,10SM,85.0,72.0,65.0,10.0,100,0.0,29.91,0.0,2005-09-24 09:53:00,24-09-2005,09:53,SCT028,10SM,85.0,72.0,65.0,10.0,100,0.0,29.91,0.0,2005-09-24 09:53:00
IAH_DFW_77423,2005,7,26,2,10:43,11:53,70,IAH,DFW,224,12960,118,108,121,29.59,-95.22,+6,+6,26-7-2005,2005-07-26 10:43:00,0,2005-07-26 11:53:00,26-07-2005 11:53,26-07-2005,09:53,FEW025 BKN250,10SM,86.0,73.0,65.0,4.0,VRB,0.0,29.88,0.0,2005-07-26 09:53:00,26-07-2005,09:53,FEW025 BKN250,10SM,86.0,73.0,65.0,4.0,VRB,0.0,29.88,0.0,2005-07-26 09:53:00
MSP_LAX_67353,2005,3,5,6,11:20,13:16,236,MSP,LAX,1536,14922,871,838,874,44.53,-93.14,+6,+8,5-3-2005,2005-03-05 11:20:00,-120,2005-03-05 13:16:00,05-03-2005 13:16,05-03-2005,09:53,OVC022,7SM,33.0,26.0,75.0,8.0,300,0.0,29.24,0.0,2005-03-05 09:53:00,05-03-2005,09:53,OVC022,7SM,33.0,26.0,75.0,8.0,300,0.0,29.24,0.0,2005-03-05 09:53:00
IAH_SDF_90313,2005,3,28,1,10:55,14:03,128,IAH,SDF,788,12960,118,108,121,29.59,-95.22,+6,+5,28-3-2005,2005-03-28 10:55:00,60,2005-03-28 14:03:00,28-03-2005 14:03,28-03-2005,09:53,SCT250,10SM,62.0,41.0,46.0,4.0,190,0.0,29.91,0.0,2005-03-28 09:53:00,28-03-2005,09:53,SCT250,10SM,62.0,41.0,46.0,4.0,190,0.0,29.91,0.0,2005-03-28 09:53:00
SNA_CVG_79995,2005,9,10,6,06:45,14:04,259,SNA,CVG,1877,93184,49,55,52,33.41,-117.52,+8,+5,10-9-2005,2005-09-10 06:45:00,180,2005-09-10 14:04:00,10-09-2005 14:04,10-09-2005,05:53,FEW015 OVC036,10SM,65.0,57.0,76.0,0.0,000,0.0,29.91,0.0,2005-09-10 05:53:00,10-09-2005,09:53,SCT027 OVC039,10SM,72.0,55.0,55.0,5.0,VRB,0.0,29.94,0.0,2005-09-10 09:53:00
MIA_ATL_94416,2005,11,11,5,10:26,12:23,117,MIA,ATL,595,12839,26,30,29,25.49,-80.18,+5,+5,11-11-2005,2005-11-11 10:26:00,0,2005-11-11 12:23:00,11-11-2005 12:23,11-11-2005,09:53,SCT250,10SM,79.0,62.0,56.0,5.0,360,0.0,30.04,0.0,2005-11-11 09:53:00,11-11-2005,09:53,SCT250,10SM,79.0,62.0,56.0,5.0,360,0.0,30.04,0.0,2005-11-11 09:53:00
IAH_CVG_84726,2005,7,21,4,14:34,18:08,154,IAH,CVG,871,12960,118,108,121,29.59,-95.22,+6,+5,21-7-2005,2005-07-21 14:34:00,60,2005-07-21 18:08:00,21-07-2005 18:08,21-07-2005,09:53,SCT014 BKN035 BKN075 OVC250,10SM,87.0,78.0,75.0,4.0,330,0.0,29.98,0.0,2005-07-21 09:53:00,21-07-2005,09:53,SCT014 BKN035 BKN075 OVC250,10SM,87.0,78.0,75.0,4.0,330,0.0,29.98,0.0,2005-07-21 09:53:00
BOS_DTW_85808,2005,9,5,1,10:21,12:25,124,BOS,DTW,632,14739,19,30,180,42.22,-71.01,+5,+5,5-9-2005,2005-09-05 10:21:00,0,2005-09-05 12:25:00,05-09-2005 12:25,05-09-2005,09:54,FEW050 SCT150,10SM,69.0,51.0,53.0,9.0,070,0.0,30.4,0.0,2005-09-05 09:54:00,05-09-2005,09:54,FEW050 SCT150,10SM,69.0,51.0,53.0,9.0,070,0.0,30.4,0.0,2005-09-05 09:54:00
RDU_CVG_69549,2005,3,8,2,11:52,13:31,99,RDU,CVG,390,13722,427,437,430,35.52,-78.47,+5,+5,8-3-2005,2005-03-08 11:52:00,0,2005-03-08 13:31:00,08-03-2005 13:31,08-03-2005,09:51,SCT008 BKN016CB OVC040,2.5SM,43.0,39.0,86.0,20,310,30.0,28.82,0.21,2005-03-08 09:51:00,08-03-2005,09:51,SCT008 BKN016CB OVC040,2.5SM,43.0,39.0,86.0,20,310,30.0,28.82,0.21,2005-03-08 09:51:00
OKC_SLC_56950,2005,11,25,5,13:51,15:14,143,OKC,SLC,866,13967,1281,1304,1284,35.23,-97.36,+6,+7,25-11-2005,2005-11-25 13:51:00,-60,2005-11-25 15:14:00,25-11-2005 15:14,25-11-2005,09:52,FEW220,10SM,47.0,24.0,41.0,9.0,110,0.0,28.71,0.0,2005-11-25 09:52:00,25-11-2005,09:52,FEW220,10SM,47.0,24.0,41.0,9.0,110,0.0,28.71,0.0,2005-11-25 09:52:00
JFK_PBI_82080,2005,11,4,5,10:15,13:05,170,JFK,PBI,1028,94789,29,22,32,40.4,-73.48,+5,+5,4-11-2005,2005-11-04 10:15:00,0,2005-11-04 13:05:00,04-11-2005 13:05,04-11-2005,09:51,FEW140 SCT250,10SM,59.0,44.0,58.0,7.0,210,0.0,30.02,0.0,2005-11-04 09:51:00,04-11-2005,09:51,FEW140 SCT250,10SM,59.0,44.0,58.0,7.0,210,0.0,30.02,0.0,2005-11-04 09:51:00
JAX_FLL_59195,2005,3,26,6,10:30,11:40,70,JAX,FLL,318,13889,31,32,34,30.29,-81.41,+5,+5,26-3-2005,2005-03-26 10:30:00,0,2005-03-26 11:40:00,26-03-2005 11:40,26-03-2005,09:56,OVC003,1SM,66.0,66.0,100.0,5.0,090,0.0,29.94,0.0,2005-03-26 09:56:00,26-03-2005,09:56,OVC003,1SM,66.0,66.0,100.0,5.0,090,0.0,29.94,0.0,2005-03-26 09:56:00
BNA_IAD_95656,2005,9,19,1,17:20,19:54,94,BNA,IAD,542,13897,571,605,574,36.07,-86.41,+6,+5,19-9-2005,2005-09-19 17:20:00,60,2005-09-19 19:54:00,19-09-2005 19:54,19-09-2005,09:53,FEW180,10SM,78.0,60.0,54.0,6.0,150,0.0,29.6,0.0,2005-09-19 09:53:00,19-09-2005,09:53,FEW180,10SM,78.0,60.0,54.0,6.0,150,0.0,29.6,0.0,2005-09-19 09:53:00
LAX_BWI_69754,2005,3,10,4,12:05,19:55,290,LAX,BWI,2329,23174,323,326,326,33.56,-118.25,+8,+5,10-3-2005,2005-03-10 12:05:00,180,2005-03-10 19:55:00,10-03-2005 19:55,10-03-2005,09:50,OVC007,1SM,60.0,59.0,96.0,3.0,100,0.0,29.62,0.0,2005-03-10 09:50:00,10-03-2005,09:50,OVC007,1SM,60.0,59.0,96.0,3.0,100,0.0,29.62,0.0,2005-03-10 09:50:00
AUS_DEN_73543,2005,3,31,4,06:30,07:43,133,AUS,DEN,775,13904,658,495,661,30.11,-97.41,+6,+7,31-3-2005,2005-03-31 06:30:00,-60,2005-03-31 07:43:00,31-03-2005 07:43,31-03-2005,05:53,CLR,10SM,51.0,49.0,92.0,0.0,000,0.0,29.14,0.0,2005-03-31 05:53:00,31-03-2005,07:40,SCT003 OVC018,0.25SM,,,,5.0,280,0.0,,,2005-03-31 07:40:00
GPT_IAH_70437,2005,9,21,3,15:25,16:51,86,GPT,IAH,376,93874,48,28,51,30.25,-89.04,+6,+6,21-9-2005,2005-09-21 15:25:00,0,2005-09-21 16:51:00,21-09-2005 16:51,21-09-2005,09:53,CLR,10SM,91.0,67.0,45.0,11.0,060,0.0,29.95,0.0,2005-09-21 09:53:00,21-09-2005,09:53,CLR,10SM,91.0,67.0,45.0,11.0,060,0.0,29.95,0.0,2005-09-21 09:53:00
ATL_AGS_96678,2005,11,13,7,15:12,16:19,67,ATL,AGS,143,13874,971,1026,974,33.38,-84.26,+5,+5,13-11-2005,2005-11-13 15:12:00,0,2005-11-13 16:19:00,13-11-2005 16:19,13-11-2005,09:51,SCT021 SCT070 BKN100,8SM,55.0,52.0,90.0,5.0,130,0.0,29.27,0.0,2005-11-13 09:51:00,13-11-2005,09:51,SCT021 SCT070 BKN100,8SM,55.0,52.0,90.0,5.0,130,0.0,29.27,0.0,2005-11-13 09:51:00
ORD_PHL_86369,2005,11,24,4,09:40,12:36,116,ORD,PHL,678,94846,655,674,658,41.59,-87.55,+6,+5,24-11-2005,2005-11-24 09:40:00,60,2005-11-24 12:36:00,24-11-2005 12:36,24-11-2005,08:56,FEW035 SCT060,10SM,17.0,-7.0,33.0,19.0,320,28.0,29.1,0.0,2005-11-24 08:56:00,24-11-2005,09:56,FEW035 SCT060,10SM,18.0,-7.0,32.0,20.0,320,29.0,29.14,0.0,2005-11-24 09:56:00
ATL_HOU_87689,2005,9,22,4,16:45,17:56,131,ATL,HOU,696,13874,971,1026,974,33.38,-84.26,+5,+6,22-9-2005,2005-09-22 16:45:00,-60,2005-09-22 17:56:00,22-09-2005 17:56,22-09-2005,09:51,BKN012 BKN080,10SM,75.0,68.0,79.0,8.0,100,0.0,29.08,0.0,2005-09-22 09:51:00,22-09-2005,09:51,BKN012 BKN080,10SM,75.0,68.0,79.0,8.0,100,0.0,29.08,0.0,2005-09-22 09:51:00
PHL_PIT_73942,2005,7,2,6,15:00,16:14,74,PHL,PIT,267,13739,59,28,62,39.52,-75.14,+5,+5,2-7-2005,2005-07-02 15:00:00,0,2005-07-02 16:14:00,02-07-2005 16:14,02-07-2005,09:54,FEW035 SCT150 OVC250,10SM,78.0,64.0,62.0,10.0,010,0.0,29.85,0.0,2005-07-02 09:54:00,02-07-2005,09:54,FEW035 SCT150 OVC250,10SM,78.0,64.0,62.0,10.0,010,0.0,29.85,0.0,2005-07-02 09:54:00
DCA_BOS_78364,2005,7,11,1,08:05,09:28,83,DCA,BOS,399,13743,10,65,3,38.52,-77.02,+5,+5,11-7-2005,2005-07-11 08:05:00,0,2005-07-11 09:28:00,11-07-2005 09:28,11-07-2005,07:51,OVC250,5SM,76.0,67.0,74.0,4.0,160,0.0,30.1,0.0,2005-07-11 07:51:00,11-07-2005,08:51,OVC250,4SM,80.0,67.0,64.0,5.0,160,0.0,30.11,0.0,2005-07-11 08:51:00
LGA_DFW_78773,2005,11,7,1,07:29,10:29,240,LGA,DFW,1389,14732,36,31,39,40.47,-73.53,+5,+6,7-11-2005,2005-11-07 07:29:00,-60,2005-11-07 10:29:00,07-11-2005 10:29,07-11-2005,06:51,FEW120,10SM,56.0,39.0,53.0,8.0,260,0.0,30.06,0.0,2005-11-07 06:51:00,07-11-2005,09:51,FEW250,10SM,58.0,36.0,44.0,14.0,290,19.0,30.08,0.0,2005-11-07 09:51:00
TUS_LAX_89925,2005,9,17,6,07:20,08:45,85,TUS,LAX,451,23160,2578,2555,2581,32.08,-110.58,+7,+8,17-9-2005,2005-09-17 07:20:00,-60,2005-09-17 07:45:00,17-09-2005 08:45,17-09-2005,06:55,CLR,10SM,68.0,36.0,31.0,11.0,140,0.0,27.32,0.0,2005-09-17 06:55:00,17-09-2005,07:55,CLR,10SM,71.0,39.0,31.0,0.0,000,0.0,27.33,0.0,2005-09-17 07:55:00
MKE_CVG_76589,2005,7,30,6,11:36,14:00,84,MKE,CVG,318,14839,677,693,680,42.57,-87.54,+6,+5,30-7-2005,2005-07-30 11:36:00,60,2005-07-30 14:00:00,30-07-2005 14:00,30-07-2005,09:52,FEW016 BKN050,10SM,73.0,65.0,76.0,7.0,140,0.0,29.58,0.0,2005-07-30 09:52:00,30-07-2005,09:52,FEW016 BKN050,10SM,73.0,65.0,76.0,7.0,140,0.0,29.58,0.0,2005-07-30 09:52:00
MCO_DCA_66343,2005,3,28,1,07:05,09:06,121,MCO,DCA,759,12815,95,106,98,28.26,-81.19,+5,+5,28-3-2005,2005-03-28 07:05:00,0,2005-03-28 09:06:00,28-03-2005 09:06,28-03-2005,06:53,BKN019 OVC030,10SM,68.0,64.0,87.0,13.0,280,0.0,29.68,,2005-03-28 06:53:00,28-03-2005,08:53,OVC049,10SM,67.0,60.0,79.0,13.0,270,0.0,29.71,0.0,2005-03-28 08:53:00
LGA_MIA_76628,2005,7,11,1,17:47,20:57,190,LGA,MIA,1097,14732,36,31,39,40.47,-73.53,+5,+5,11-7-2005,2005-07-11 17:47:00,0,2005-07-11 20:57:00,11-07-2005 20:57,11-07-2005,09:51,BKN250,10SM,83.0,56.0,40.0,9.0,290,0.0,29.98,0.0,2005-07-11 09:51:00,11-07-2005,09:51,BKN250,10SM,83.0,56.0,40.0,9.0,290,0.0,29.98,0.0,2005-07-11 09:51:00
LAX_BWI_98646,2005,11,9,3,08:45,16:35,290,LAX,BWI,2329,23174,323,326,326,33.56,-118.25,+8,+5,9-11-2005,2005-11-09 08:45:00,180,2005-11-09 16:35:00,09-11-2005 16:35,09-11-2005,08:37,FEW009 BKN015 OVC031,2SM,,,,11.0,090,0.0,,,2005-11-09 08:37:00,09-11-2005,09:50,BKN007 BKN016 OVC026,1.5SM,60.0,60.0,100.0,10.0,120,0.0,29.69,0.03,2005-11-09 09:50:00
IAD_SEA_73267,2005,7,27,3,16:55,19:37,342,IAD,SEA,2306,93738,306,323,309,38.56,-77.27,+5,+8,27-7-2005,2005-07-27 16:55:00,-180,2005-07-27 19:37:00,27-07-2005 19:37,27-07-2005,09:51,CLR,9SM,91.0,72.0,54.0,8.0,240,0.0,29.51,0.0,2005-07-27 09:51:00,27-07-2005,09:51,CLR,9SM,91.0,72.0,54.0,8.0,240,0.0,29.51,0.0,2005-07-27 09:51:00
ATL_EWR_65839,2005,9,5,1,07:00,09:01,121,ATL,EWR,745,13874,971,1026,974,33.38,-84.26,+5,+5,5-9-2005,2005-09-05 07:00:00,0,2005-09-05 09:01:00,05-09-2005 09:01,05-09-2005,06:51,FEW040,9SM,68.0,63.0,84.0,10.0,060,0.0,29.19,0.0,2005-09-05 06:51:00,05-09-2005,08:51,FEW031 SCT060,9SM,72.0,63.0,73.0,8.0,070,0.0,29.21,0.0,2005-09-05 08:51:00
FAT_SLC_88744,2005,11,11,5,09:04,11:35,91,FAT,SLC,501,93193,372,327,375,36.47,-119.43,+8,+7,11-11-2005,2005-11-11 09:04:00,60,2005-11-11 11:35:00,11-11-2005 11:35,11-11-2005,08:56,VV001,0.125SM,53.0,52.0,96.0,0,000,0.0,29.76,0.0,2005-11-11 08:56:00,11-11-2005,09:56,OVC001,0.75SM,54.0,53.0,97.0,3.0,090,0.0,29.77,0.0,2005-11-11 09:56:00
STL_JFK_101485,2005,9,29,4,13:05,16:33,148,STL,JFK,892,13994,707,710,710,38.45,-90.22,+6,+5,29-9-2005,2005-09-29 13:05:00,60,2005-09-29 16:33:00,29-09-2005 16:33,29-09-2005,09:51,CLR,10SM,57.0,37.0,47.0,4.0,VRB,0.0,29.51,0.0,2005-09-29 09:51:00,29-09-2005,09:51,CLR,10SM,57.0,37.0,47.0,4.0,VRB,0.0,29.51,0.0,2005-09-29 09:51:00
JFK_PNS_103081,2005,11,6,7,09:30,11:25,175,JFK,PNS,1028,94789,29,22,32,40.4,-73.48,+5,+6,6-11-2005,2005-11-06 09:30:00,-60,2005-11-06 11:25:00,06-11-2005 11:25,06-11-2005,08:51,VV001,0.125SM,54.0,54.0,100.0,3.0,110,0.0,30.04,0.0,2005-11-06 08:51:00,06-11-2005,09:51,VV001,0.125SM,56.0,55.0,97.0,4.0,150,0.0,30.03,0.0,2005-11-06 09:51:00
